date,price,bedrooms,bathrooms,floors,condition,yr_built,street,city,statezip,country
5/21/2014 0:00,150000,3,1,1,3,1966,10626 Kelly Rd NE,Carnation,WA 98014,USA
5/21/2014 0:00,389999,3,2.25,2,3,2003,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA
5/21/2014 0:00,285000,3,1.75,1.5,3,1935,8723 S 117th St,Seattle,WA 98178,USA
5/21/2014 0:00,744000,4,2.75,2,3,1998,26592 SE 15th St,Sammamish,WA 98075,USA
5/21/2014 0:00,700000,4,2.5,2,3,1996,4375 279th Ave NE,Redmond,WA 98053,USA
5/21/2014 0:00,318989,4,2.25,1,4,1978,4231 SW 323rd St,Federal Way,WA 98023,USA
5/21/2014 0:00,556000,3,2.25,2,3,1998,13031 NE 70th Dr,Kirkland,WA 98033,USA
5/21/2014 0:00,275000,3,2.5,2,3,1993,23418 SE 282nd Pl,Maple Valley,WA 98038,USA
5/21/2014 0:00,430000,3,2.75,2,3,1994,14540 5th Ave NE,Shoreline,WA 98155,USA
5/21/2014 0:00,300000,2,1,1,3,1949,9807 22nd Ave SW,Seattle,WA 98106,USA
5/21/2014 0:00,396450,3,1.75,1,5,1967,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA
5/21/2014 0:00,225000,2,1,1,3,1940,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA
5/21/2014 0:00,700000,4,3.25,2,3,2006,543 N 138th St,Seattle,WA 98133,USA
5/21/2014 0:00,260000,6,2,1,3,1977,142 11th St SE,Auburn,WA 98002,USA
5/21/2014 0:00,655000,4,3.5,2,3,1994,11221 NE 106th Pl,Kirkland,WA 98033,USA
5/21/2014 0:00,1185000,3,2.25,2,5,1978,13204 NE 45th St,Bellevue,WA 98005,USA
5/21/2014 0:00,1550000,3,2.5,2,3,1992,126th Ln NE,Kirkland,WA 98033,USA
5/21/2014 0:00,413800,3,2,1,3,2007,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
5/21/2014 0:00,950000,5,3.75,2,3,2006,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
5/21/2014 0:00,334990,4,2.5,2,3,2014,11283-11399 5th Ave SW,Seattle,WA 98146,USA
5/21/2014 0:00,2700000,5,4.75,2,3,2005,1010 6th St W,Kirkland,WA 98033,USA
5/21/2014 0:00,1030000,3,4,2,3,2009,8090 Juanita Dr NE,Kirkland,WA 98034,USA
5/21/2014 0:00,1130000,4,3.25,1,3,2007,10022 NE 110th St,Kirkland,WA 98033,USA
5/21/2014 0:00,556000,3,3,2,3,2007,1150 NE Park Dr,Issaquah,WA 98029,USA
5/21/2014 0:00,360000,3,2.5,3,3,2009,933 N 97th St,Seattle,WA 98103,USA
5/22/2014 0:00,480000,4,2.25,2,4,1983,28030 185th Pl SE,Kent,WA 98042,USA
5/22/2014 0:00,324000,3,2.5,2,3,1994,11201 SE 190th Pl,Renton,WA 98055,USA
5/22/2014 0:00,1050000,4,3.25,2,3,1983,11704 NE 41st St,Kirkland,WA 98033,USA
5/22/2014 0:00,275000,1,0.75,1,5,1962,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
5/22/2014 0:00,180000,3,1,1,3,1969,19654 SE 260th St,Covington,WA 98042,USA
5/22/2014 0:00,749000,4,2.5,2,3,1998,1645 219th Pl SE,Sammamish,WA 98075,USA
5/22/2014 0:00,1600000,3,2.5,1,4,1966,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA
5/22/2014 0:00,373500,2,1,1,3,1918,108 NW 41st St,Seattle,WA 98107,USA
5/22/2014 0:00,770000,4,2.5,2,4,1987,14019 SE 61st Pl,Bellevue,WA 98006,USA
5/22/2014 0:00,356000,2,1.75,1,3,1977,15523 187th Ave NE,Woodinville,WA 98072,USA
5/22/2014 0:00,625000,3,1.75,1,4,1984,6619 147th Ct NE,Redmond,WA 98052,USA
5/22/2014 0:00,494400,2,1.75,1,4,1904,115 Blaine St,Seattle,WA 98109,USA
5/22/2014 0:00,585000,4,1.75,1,3,1950,3901 Park Ave N,Renton,WA 98056,USA
5/22/2014 0:00,926300,3,1.5,2,3,1907,1814 1st Ave W,Seattle,WA 98119,USA
5/22/2014 0:00,600000,3,1.75,1,5,1908,547 NE 81st St,Seattle,WA 98115,USA
5/22/2014 0:00,430000,4,3,2,3,1990,20301 96th Ave S,Kent,WA 98031,USA
5/22/2014 0:00,307000,3,1.5,1,3,1976,26905 NE Cherry St,Duvall,WA 98019,USA
5/22/2014 0:00,604700,4,2.75,1,3,1981,27318 10th Pl S,Des Moines,WA 98198,USA
5/22/2014 0:00,219900,3,1,1,2,1956,303 SW 108th St,Seattle,WA 98146,USA
5/22/2014 0:00,270000,2,1.5,2,3,2005,9122 23rd Ave NE,Seattle,WA 98115,USA
5/22/2014 0:00,432000,3,2.25,2,3,2007,7202 California Ave SW,Seattle,WA 98136,USA
5/22/2014 0:00,300000,6,2,1,4,1943,555 Index Ave NE,Renton,WA 98056,USA
5/22/2014 0:00,361000,3,1,1.5,4,1922,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA
5/22/2014 0:00,249950,2,1,1,4,1959,628 SW 136th St,Burien,WA 98166,USA
5/22/2014 0:00,320000,3,2,1,5,1978,17040 426th Ave SE,North Bend,WA 98045,USA
5/22/2014 0:00,305000,4,1.75,1.5,5,1942,12036 23rd Ave S,Seattle,WA 98168,USA
5/22/2014 0:00,503000,2,1.75,1,3,1948,4338 SW 307th St,Federal Way,WA 98023,USA
5/22/2014 0:00,235750,2,1,1,2,1938,11050 24th Pl SW,Seattle,WA 98146,USA
5/22/2014 0:00,657000,4,1.75,1,3,1954,5524 S Morgan St,Seattle,WA 98118,USA
5/22/2014 0:00,385000,3,1,1,4,1956,16204 SE 8th St,Bellevue,WA 98008,USA
5/22/2014 0:00,389950,4,2.5,2,3,1991,32800 7th Ave SW,Federal Way,WA 98023,USA
5/22/2014 0:00,150000,2,1,1,3,1954,10218 Aqua Way S,Seattle,WA 98168,USA
5/22/2014 0:00,254500,4,2.75,2,3,1998,1621 56th Ct SE,Auburn,WA 98092,USA
5/22/2014 0:00,555000,4,2.25,1,4,1977,15800 SE 50th St,Bellevue,WA 98006,USA
5/22/2014 0:00,1075000,4,3,1,4,1976,2646 168th Ave SE,Bellevue,WA 98008,USA
5/22/2014 0:00,245000,4,2,1,3,1967,2306 S 284th Pl,Federal Way,WA 98003,USA
5/22/2014 0:00,319950,2,1,1,5,1949,7057 S Lakeridge Dr,Seattle,WA 98178,USA
5/22/2014 0:00,337000,3,1,1,5,1951,12551 Roosevelt Way NE,Seattle,WA 98125,USA
5/22/2014 0:00,492000,4,2,2,3,1907,639 NW 52nd St,Seattle,WA 98107,USA
5/22/2014 0:00,1170000,3,2.75,2,4,1987,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA
5/22/2014 0:00,348580,3,1,1,3,1966,14405 105th Ave NE,Kirkland,WA 98034,USA
5/22/2014 0:00,180000,2,1,1,3,1922,309 Hardie Ave NW,Renton,WA 98057,USA
5/22/2014 0:00,400000,3,1,1,3,1942,5440 42nd Ave SW,Seattle,WA 98136,USA
5/22/2014 0:00,295000,4,2,1,5,1978,17026 426th Ave SE,North Bend,WA 98045,USA
5/22/2014 0:00,910000,4,3.25,1.5,3,1963,15243 NE 71st Ct,Redmond,WA 98052,USA
5/22/2014 0:00,1150000,6,4.5,2,3,1996,4616 252nd Ave SE,Issaquah,WA 98029,USA
5/22/2014 0:00,431500,3,3.5,2,3,2008,6527 41st Ave SW,Seattle,WA 98136,USA
5/22/2014 0:00,180000,4,1.5,1,3,1962,13904 24th Ave S,SeaTac,WA 98168,USA
5/22/2014 0:00,677000,3,2,1,4,1916,1330 N Lucas Pl,Seattle,WA 98103,USA
5/22/2014 0:00,1180500,3,1.75,1,3,1973,1015 36th Ave E,Seattle,WA 98112,USA
5/22/2014 0:00,635700,4,2.5,1,3,1977,2069 211th Ave NE,Sammamish,WA 98074,USA
5/22/2014 0:00,482000,5,2.25,1,3,1978,16218 195th Pl NE,Woodinville,WA 98077,USA
5/22/2014 0:00,168000,2,2.5,2,3,1998,8601-8633 26th Ave SW,Seattle,WA 98106,USA
5/22/2014 0:00,805000,4,2.75,1,5,1950,3210 NW 58th St,Seattle,WA 98107,USA
5/22/2014 0:00,398000,2,1,1.5,3,1983,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
5/22/2014 0:00,665000,4,2.5,2,3,1996,14623 SE 82nd Ct,Newcastle,WA 98059,USA
5/22/2014 0:00,592500,4,3,1,4,1968,18504 NE 21st St,Redmond,WA 98052,USA
5/22/2014 0:00,940000,4,2.75,1.5,3,1912,6042 Sycamore Ave NW,Seattle,WA 98107,USA
5/22/2014 0:00,655000,4,2.5,2,3,1999,2853 234th Ave SE,Sammamish,WA 98075,USA
5/22/2014 0:00,622500,4,2.5,2,3,2000,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA
5/22/2014 0:00,380000,2,2.5,2,3,2011,2031 S Washington St,Seattle,WA 98144,USA
5/22/2014 0:00,648360,4,1.75,1,4,1947,137 18th Ave,Kirkland,WA 98033,USA
5/22/2014 0:00,432000,3,2.75,1,3,1982,21013 NE 60th Pl,Redmond,WA 98053,USA
5/22/2014 0:00,1050000,4,2.5,1.5,4,1988,3255 111th Ave SE,Bellevue,WA 98004,USA
5/22/2014 0:00,353250,2,1,2,3,1979,1523 30th Ave S,Seattle,WA 98144,USA
5/22/2014 0:00,1000000,4,3,2,3,1996,2432 267th Ct SE,Sammamish,WA 98075,USA
5/22/2014 0:00,320000,3,2.25,2,3,2007,820 NW 95th St,Seattle,WA 98117,USA
5/22/2014 0:00,349900,4,2.5,2,3,2014,35650 30th Ave S,Federal Way,WA 98003,USA
5/22/2014 0:00,330000,4,3.5,2,3,2005,22547 134th Pl SE,Kent,WA 98042,USA
5/22/2014 0:00,408000,3,2.25,1,4,2006,3742 S 192nd St,SeaTac,WA 98188,USA
5/22/2014 0:00,321000,3,2.25,3,3,2010,14007-14017 35th Ave NE,Seattle,WA 98125,USA
5/22/2014 0:00,1051000,4,3.75,2.5,3,2007,2603 NE Davis Loop,Issaquah,WA 98029,USA
5/22/2014 0:00,2150000,4,5.5,2,3,2008,1500-1598 98th Ave NE,Bellevue,WA 98004,USA
5/22/2014 0:00,359000,3,1.5,3,3,2008,709 N 94th St,Seattle,WA 98103,USA
5/22/2014 0:00,300000,5,2.5,2,3,2006,843 S Rose St,Seattle,WA 98108,USA
5/22/2014 0:00,380000,5,3.5,2,3,2013,8803 38th Ave S,Seattle,WA 98118,USA
5/22/2014 0:00,660000,3,2.5,2,3,2010,10741 242nd Pl NE,Redmond,WA 98053,USA
5/22/2014 0:00,355000,3,2.25,3,3,2005,8526 Nesbit Ave N,Seattle,WA 98103,USA
5/22/2014 0:00,259000,3,2.5,2,3,2011,1506 51st St NE,Auburn,WA 98002,USA
5/22/2014 0:00,353000,1,1,2,3,2008,1620 14th Ave,Seattle,WA 98122,USA
5/22/2014 0:00,430000,2,2.5,2,3,2007,2310 15th Ave S,Seattle,WA 98144,USA
5/23/2014 0:00,460000,3,1,1.5,4,1939,8030 18th Ave NW,Seattle,WA 98117,USA
5/23/2014 0:00,80000,1,0.75,1,2,1912,32215 E Rutherford St,Carnation,WA 98014,USA
5/23/2014 0:00,782000,4,2.5,2,4,1991,16810 SE 47th Way,Bellevue,WA 98006,USA
5/23/2014 0:00,218000,3,1,1,5,1982,506 Harmony Ln,Enumclaw,WA 98022,USA
5/23/2014 0:00,325000,3,1,1,3,1952,4602 S Fletcher St,Seattle,WA 98118,USA
5/23/2014 0:00,980000,4,3,1,3,1967,1414 Magnolia Blvd W,Seattle,WA 98199,USA
5/23/2014 0:00,902000,4,2.25,1,5,1976,4632 141st Ct SE,Bellevue,WA 98006,USA
5/23/2014 0:00,556000,5,2.5,2,3,1991,739 SW 337th St,Federal Way,WA 98023,USA
5/23/2014 0:00,662990,3,1.75,1.5,5,1926,2552 57th Ave SW,Seattle,WA 98116,USA
5/23/2014 0:00,225000,2,1,1.5,4,1975,33023 SE 310th St,Ravensdale,WA 98051,USA
5/23/2014 0:00,439950,4,2.5,2,3,2002,313 Mt Baker Pl NE,Renton,WA 98059,USA
5/23/2014 0:00,175000,2,1,1,5,1958,30557 55th Ave S,Auburn,WA 98001,USA
5/23/2014 0:00,306000,2,1,1,4,1946,15210 Mink Rd NE,Woodinville,WA 98077,USA
5/23/2014 0:00,235000,4,2.5,1,3,1970,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA
5/23/2014 0:00,399500,3,1.75,2,3,1911,227 W Park St,North Bend,WA 98045,USA
5/23/2014 0:00,478000,3,1,1.5,3,1910,6008 8th Ave NE,Seattle,WA 98115,USA
5/23/2014 0:00,515000,2,1,1,4,1941,5906 44th Ave SW,Seattle,WA 98136,USA
5/23/2014 0:00,550000,3,2.5,2,3,1992,919 N 33rd St,Renton,WA 98056,USA
5/23/2014 0:00,149000,3,1,1,3,1955,12701 2nd Ave SW,Seattle,WA 98146,USA
5/23/2014 0:00,526000,3,1.75,1,3,1992,7717 35th Ave NE,Seattle,WA 98115,USA
5/23/2014 0:00,527550,1,0.75,1,3,1999,7608 N Fork Rd SE,Snoqualmie,WA 98065,USA
5/23/2014 0:00,1050000,3,4,2,5,1983,17301 NE 131st St,Redmond,WA 98052,USA
5/23/2014 0:00,625000,3,2.5,1,3,1984,22922 NE 14th St,Sammamish,WA 98074,USA
5/23/2014 0:00,950000,5,3.25,2,3,1999,15251 NE 6th St,Bellevue,WA 98007,USA
5/23/2014 0:00,377691,5,1.75,1,4,1942,18318 Meridian Ave N,Shoreline,WA 98133,USA
5/23/2014 0:00,648475,4,2.75,1,3,1951,2436 Dexter Ave N,Seattle,WA 98109,USA
5/23/2014 0:00,383000,3,1,1,4,1942,8639 36th Ave SW,Seattle,WA 98126,USA
5/23/2014 0:00,535000,3,2.5,2,3,1994,10526 157th Ave NE,Redmond,WA 98052,USA
5/23/2014 0:00,449950,3,2,2,3,1923,828 NE 83rd St,Seattle,WA 98115,USA
5/23/2014 0:00,465425,4,2.75,1,3,1967,14951 NE 204th St,Woodinville,WA 98072,USA
5/23/2014 0:00,675000,4,2.5,2,4,1987,26007 SE 27th St,Sammamish,WA 98075,USA
5/23/2014 0:00,599000,3,2.75,1.5,5,1926,427 N 63rd St,Seattle,WA 98103,USA
5/23/2014 0:00,416000,3,1.5,1,4,1963,14222 NE 80th Pl,Redmond,WA 98052,USA
5/23/2014 0:00,595000,2,1.5,1,3,1924,2726 Mayfair Ave N,Seattle,WA 98109,USA
5/23/2014 0:00,200000,4,1,1,3,1966,19516-19598 108th Ave SE,Renton,WA 98055,USA
5/23/2014 0:00,402000,3,2,2,3,2005,2460 NE Park Dr,Issaquah,WA 98029,USA
5/23/2014 0:00,433000,4,1.75,1,4,1966,16130 SE Newport Way,Bellevue,WA 98006,USA
5/23/2014 0:00,275000,4,1.5,2,3,1979,28616 28th Pl S,Federal Way,WA 98003,USA
5/23/2014 0:00,410000,3,2,1.5,3,1983,12721 83rd Ct NE,Kirkland,WA 98034,USA
5/23/2014 0:00,554820,4,2,1,3,1965,1962 SW 172nd St,Burien,WA 98166,USA
5/23/2014 0:00,1325000,4,3,1,3,1988,3524 NW 67th St,Seattle,WA 98117,USA
5/23/2014 0:00,735000,3,2.5,2,3,1984,14500-14526 NE 61st St,Redmond,WA 98052,USA
5/23/2014 0:00,607000,3,1,1,4,1951,3126 108th Ave SE,Bellevue,WA 98004,USA
5/23/2014 0:00,549900,4,3,2,4,1987,34422 176th Ave SE,Auburn,WA 98092,USA
5/23/2014 0:00,258000,3,1.75,1,3,1988,21659 SE 266th St,Maple Valley,WA 98038,USA
5/23/2014 0:00,661254,4,4,1.5,5,1940,2319 41st Ave SW,Seattle,WA 98116,USA
5/23/2014 0:00,945000,4,2,1,3,1952,9723 NE 15th St,Clyde Hill,WA 98004,USA
5/23/2014 0:00,799950,4,3.5,2,3,1993,5002 Jasmine Ave SE,Auburn,WA 98092,USA
5/23/2014 0:00,132500,3,1,1,3,1967,4411 S 314th St,Auburn,WA 98001,USA
5/23/2014 0:00,467100,3,1.75,1,3,1973,6605-6609 141st Pl NE,Redmond,WA 98052,USA
5/23/2014 0:00,1610000,4,3.5,2,3,1990,2758 68th Ave SE,Mercer Island,WA 98040,USA
5/23/2014 0:00,641000,3,1.75,1,5,1926,6729 Dibble Ave NW,Seattle,WA 98117,USA
5/23/2014 0:00,350000,3,1,1,4,1947,16220 8th Ave NE,Shoreline,WA 98155,USA
5/23/2014 0:00,335000,4,2.5,1,4,1983,15216 SE 176th Pl,Renton,WA 98058,USA
5/23/2014 0:00,900000,3,3.5,1.5,3,2000,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA
5/23/2014 0:00,440000,4,2.5,1,4,1965,749 Mountain View Pl SW,Issaquah,WA 98027,USA
5/23/2014 0:00,464600,3,1.75,1.5,4,1925,6617 Beveridge Pl SW,Seattle,WA 98136,USA
5/23/2014 0:00,1200000,4,3.5,2,3,2003,19933 NE 85th St,Redmond,WA 98053,USA
5/23/2014 0:00,300000,2,1,1,3,1947,7111 S Ryan St,Seattle,WA 98178,USA
5/23/2014 0:00,670500,4,2,1,3,1951,2333 12th Ave E,Seattle,WA 98102,USA
5/23/2014 0:00,552000,3,1,1,4,1919,6008 29th Ave NE,Seattle,WA 98115,USA
5/23/2014 0:00,244000,4,1,1,3,1943,1011 SW 118th St,Seattle,WA 98146,USA
5/23/2014 0:00,788600,4,2.75,2,3,2005,8930-9034 236th Ave NE,Redmond,WA 98053,USA
5/23/2014 0:00,445000,3,2,1,3,1987,1905 NE 29th Ct,Renton,WA 98056,USA
5/23/2014 0:00,530000,4,1.75,1,4,1951,7532 44th Ave NE,Seattle,WA 98115,USA
5/23/2014 0:00,90000,2,1,1,3,1943,6621 S 131st Pl,Seattle,WA 98178,USA
5/23/2014 0:00,585000,3,2,1.5,3,1931,7705 13th Ave NW,Seattle,WA 98117,USA
5/23/2014 0:00,498000,2,2,1,3,1924,2086 Market St,Kirkland,WA 98033,USA
5/23/2014 0:00,379000,2,1,1,3,1940,1709 NE 86th St,Seattle,WA 98115,USA
5/23/2014 0:00,462000,3,1.75,1,5,1919,825 NE 63rd St,Seattle,WA 98115,USA
5/23/2014 0:00,388000,4,2.5,2,3,1993,16032 SE 170th Pl,Renton,WA 98058,USA
5/23/2014 0:00,255000,3,2,1.5,3,1984,11405 SE 229th St,Kent,WA 98031,USA
5/23/2014 0:00,665000,3,2.75,1,4,1966,12115 SE 44th Pl,Bellevue,WA 98006,USA
5/23/2014 0:00,550000,3,2,1,5,1959,11815 SE 56th St,Bellevue,WA 98006,USA
5/23/2014 0:00,606000,3,1,1,3,1947,128 NW 59th St,Seattle,WA 98107,USA
5/23/2014 0:00,334000,4,2.5,1,4,1965,12413 84th Ave S,Seattle,WA 98178,USA
5/23/2014 0:00,360000,3,2,3,3,2006,8830 Midvale Ave N,Seattle,WA 98103,USA
5/23/2014 0:00,235000,2,1,1.5,3,2007,3002 SW Cycle Ct,Seattle,WA 98126,USA
5/23/2014 0:00,580000,3,2.5,3,3,2008,5410 Greenwood Ave N,Seattle,WA 98103,USA
5/23/2014 0:00,355000,3,2,3,3,2007,9245a Interlake Ave N,Seattle,WA 98103,USA
5/23/2014 0:00,375000,2,2.5,2,3,2006,1700 E Columbia St,Seattle,WA 98122,USA
5/24/2014 0:00,372000,4,1.75,1,5,1979,16803 426th Pl SE,North Bend,WA 98045,USA
5/24/2014 0:00,479000,3,1,1.5,3,1924,611 N 46th St,Seattle,WA 98103,USA
5/24/2014 0:00,2000000,5,4,3,3,2004,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,USA
5/24/2014 0:00,1680000,4,4.25,2,3,1998,29002 NE 3rd Way,Carnation,WA 98014,USA
5/24/2014 0:00,501000,2,1,1,5,1924,7550 Roosevelt Way NE,Seattle,WA 98115,USA
5/24/2014 0:00,245000,3,1.75,1,3,1994,23221 SE 242nd St,Maple Valley,WA 98038,USA
5/24/2014 0:00,496700,3,2.5,2,4,1989,3512 253rd Ct SE,Issaquah,WA 98029,USA
5/24/2014 0:00,347000,4,1.5,2,3,1996,1121 48th Ct SE,Auburn,WA 98092,USA
5/24/2014 0:00,199000,2,1,1,5,1943,3113 SE 6th St,Renton,WA 98058,USA
5/24/2014 0:00,440500,3,2.5,2,3,2007,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
5/24/2014 0:00,820000,4,2.5,2,3,2005,19454 SE 27th Pl,Sammamish,WA 98075,USA
5/25/2014 0:00,325000,4,3.5,1.5,3,1984,18641 48th Pl S,SeaTac,WA 98188,USA
5/25/2014 0:00,195000,3,1.75,1,3,1991,1168 Semanski St,Enumclaw,WA 98022,USA
5/25/2014 0:00,675000,3,3,1,3,1981,15017-15023 NE 144th St,Redmond,WA 98052,USA
5/25/2014 0:00,295000,3,2.5,2,3,2003,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
5/25/2014 0:00,355300,3,2.5,1,5,1955,19584-19766 Meridian Ave N,Shoreline,WA 98133,USA
5/26/2014 0:00,276000,3,1,1,3,1960,5403 23rd Ave SW,Seattle,WA 98106,USA
5/26/2014 0:00,460000,2,1.5,1,4,1976,19807 330th Ave NE,Duvall,WA 98019,USA
5/26/2014 0:00,880000,3,2,1,4,1989,16704 162nd Ave NE,Woodinville,WA 98072,USA
5/26/2014 0:00,370000,3,2.5,2,3,2001,1743 NE 146th St,Shoreline,WA 98155,USA
5/26/2014 0:00,346000,4,2.5,2,3,2009,11674 SE 189th Pl,Renton,WA 98058,USA
5/26/2014 0:00,172500,3,1,1,3,1972,4804 S 378th St,Auburn,WA 98001,USA
5/26/2014 0:00,379950,3,1.5,1,4,1956,6601 NE 153rd Pl,Kenmore,WA 98028,USA
5/27/2014 0:00,468000,2,1,1,4,1942,3169 NE 85th St,Seattle,WA 98115,USA
5/27/2014 0:00,477000,4,2.75,2,3,1978,5149 S Graham St,Seattle,WA 98118,USA
5/27/2014 0:00,529000,3,1,1.5,4,1924,6015 5th Ave NW,Seattle,WA 98107,USA
5/27/2014 0:00,312000,3,1.5,3,3,2004,11716 16th Ave NE,Seattle,WA 98125,USA
5/27/2014 0:00,326100,2,1,1,3,1942,11709 3rd Ave NW,Seattle,WA 98177,USA
5/27/2014 0:00,360000,3,1,1.5,3,1954,10710 Lake City Way NE,Seattle,WA 98125,USA
5/27/2014 0:00,438000,3,1.75,1,4,1961,18504 57th Ave NE,Kenmore,WA 98028,USA
5/27/2014 0:00,360000,3,1,1,3,1954,19141 1st Ave NW,Shoreline,WA 98177,USA
5/27/2014 0:00,1050000,4,2.5,1,3,1921,3438-3474 S Charles St,Seattle,WA 98144,USA
5/27/2014 0:00,688000,4,3,1.5,3,1913,3220 19th Ave S,Seattle,WA 98144,USA
5/27/2014 0:00,585000,3,1.75,1,4,1983,4640 193rd Ave SE,Issaquah,WA 98027,USA
5/27/2014 0:00,265000,3,2.5,1,4,1983,11009 SE 220th Pl,Kent,WA 98031,USA
5/27/2014 0:00,375000,3,1.75,1,3,1973,13607 128th Ave NE,Kirkland,WA 98034,USA
5/27/2014 0:00,326500,3,1,2,3,1970,15717 126th Pl NE,Woodinville,WA 98072,USA
5/27/2014 0:00,160000,2,1,1,3,1918,12662 60th Ave S,Seattle,WA 98178,USA
5/27/2014 0:00,1570000,4,3.75,2,5,1927,1527 39th Ave E,Seattle,WA 98112,USA
5/27/2014 0:00,735000,5,2.75,2,3,2004,Trossachs Blvd SE,Sammamish,WA 98075,USA
5/27/2014 0:00,400000,2,1,1,2,1940,3825 NE 87th St,Seattle,WA 98115,USA
5/27/2014 0:00,800000,4,2.5,1,3,1952,11540 NE 91st St,Kirkland,WA 98033,USA
5/27/2014 0:00,949880,4,2.25,2,3,1978,10413 SE 25th St,Bellevue,WA 98004,USA
5/27/2014 0:00,405000,3,1.75,1,4,1949,2317 N 147th St,Shoreline,WA 98133,USA
5/27/2014 0:00,399000,4,2.5,2,3,1979,16727 163rd Pl SE,Renton,WA 98058,USA
5/27/2014 0:00,730001,3,2,1,5,1951,7741 29th Ave NW,Seattle,WA 98117,USA
5/27/2014 0:00,1795000,4,3.25,2,3,2000,6875 SE 33rd St,Mercer Island,WA 98040,USA
5/27/2014 0:00,260000,3,2,1,3,2003,311 Dereks Pl,Pacific,WA 98047,USA
5/27/2014 0:00,751750,2,2,1.5,3,1902,516 16th Ave E,Seattle,WA 98112,USA
5/27/2014 0:00,325000,3,1.75,1,4,1983,26222 142nd Ave SE,Kent,WA 98042,USA
5/27/2014 0:00,344950,4,2,1,4,1941,440 Scenic Way,Kent,WA 98030,USA
5/27/2014 0:00,457500,3,1.75,1,5,1925,1626 S Bennett St,Seattle,WA 98108,USA
5/27/2014 0:00,389000,5,2,1,4,1962,14323 73rd Ave NE,Kenmore,WA 98028,USA
5/27/2014 0:00,515000,4,2.5,2,3,2005,5201 NE 11th Ct,Renton,WA 98059,USA
5/27/2014 0:00,732000,3,2.5,2,3,2004,6123 37th Ave NW,Seattle,WA 98107,USA
5/27/2014 0:00,415000,3,2.25,1,3,1964,1531 NE 172nd St,Shoreline,WA 98155,USA
5/27/2014 0:00,1655000,4,3.5,2,3,1937,2441-2499 Crane Dr W,Seattle,WA 98199,USA
5/27/2014 0:00,535000,2,1,1,3,1951,6559 42nd Ave NE,Seattle,WA 98115,USA
5/27/2014 0:00,540000,4,4.25,2,3,1940,2113 41st Ave SW,Seattle,WA 98116,USA
5/27/2014 0:00,525000,5,3,1.5,5,1926,7550 14th Avenue Northeast,Seattle,WA 98115,USA
5/27/2014 0:00,570000,3,1.75,1,3,1977,15816 NE 195th St,Woodinville,WA 98072,USA
5/27/2014 0:00,569950,5,4.5,2,3,2001,31617 6th Ave SW,Federal Way,WA 98023,USA
5/27/2014 0:00,283200,4,2.5,2,3,2004,26526 111th Pl SE,Kent,WA 98030,USA
5/27/2014 0:00,1100000,3,2.75,1.5,5,1926,1532 McGilvra Blvd E,Seattle,WA 98112,USA
5/27/2014 0:00,830000,4,2.5,1,3,1978,5022 Private Rd,Redmond,WA 98052,USA
5/27/2014 0:00,495000,4,2.25,1,4,1956,1805 154th Ave SE,Bellevue,WA 98007,USA
5/27/2014 0:00,292050,5,3,1,3,2003,10719 47th Ave S,Tukwila,WA 98178,USA
5/27/2014 0:00,415000,5,1.5,1,3,1961,8605 NE 137th St,Kirkland,WA 98034,USA
5/27/2014 0:00,295832,5,1,1,5,1955,20208 1st Pl S,Des Moines,WA 98198,USA
5/27/2014 0:00,450000,4,2.5,2,3,1999,28312 NE 138th Pl,Duvall,WA 98019,USA
5/27/2014 0:00,1381000,4,3.75,2.5,3,1997,4646 88th Ave SE,Mercer Island,WA 98040,USA
5/27/2014 0:00,857000,4,3,2,3,1991,10161 134th Pl NE,Kirkland,WA 98033,USA
5/27/2014 0:00,499950,3,3.5,2,3,2014,729 Martin Luther King Jr Way S,Seattle,WA 98144,USA
5/27/2014 0:00,465000,3,2,1,5,1967,14216-14228 117th Ave NE,Kirkland,WA 98034,USA
5/27/2014 0:00,329000,3,1,1,4,1964,8127 22nd Ave SW,Seattle,WA 98106,USA
5/27/2014 0:00,475000,3,2,1,4,1984,15918 NE 113th Ct,Redmond,WA 98052,USA
5/27/2014 0:00,255000,3,1,1,3,1955,20234 20th Ave NE,Shoreline,WA 98155,USA
5/27/2014 0:00,435000,3,1,1.5,3,1928,3824 35th Ave SW,Seattle,WA 98126,USA
5/27/2014 0:00,685000,3,2.5,2,3,2001,6231 Lake Washington Blvd SE,Bellevue,WA 98006,USA
5/27/2014 0:00,715000,2,2.5,1,3,2002,23744 NE 116th Pl,Redmond,WA 98053,USA
